ve_num,ve_type,ve_make,ve_year
14769,,MERCURY,1968.0
14770,,PORSCHE,2004.0
14771,,CROWN (BUS),2003.0
14772,,HEIL,1988.0
14773,,PORSCHE,1979.0
14774,other vehicle,NISSAN,2004.0
14775,,YAMAHA,2004.0
14776,,KAWASAKI,1992.0
14777,,AUDI,1988.0
14778,truck or truck tractor with trailer,INDIAN (MOTORCYCLE),1991.0
14779,pickup or panel truck,BMW,1987.0
14780,other vehicle,OLDSMOBILE,1984.0
14781,pickup or panel truck,NAVISTAR,1996.0
14782,motorcycle or scooter,HARLEY-DAVIDSON,1948.0
14783,motorcycle or scooter,MITSUBISHI,2004.0
14784,other vehicle,MOTO GUZZI,1996.0
14785,schoolbus,CROWN (BUS),1992.0
14786,pickup or panel truck,YAMAHA,2004.0
14787,pickup or panel truck,COMMERCIAL VEHICLES,1974.0
14788,passenger car with trailer,FREIGHTLINER,2002.0
14789,truck or truck tractor with trailer,TOYOTA,
14790,passenger car,MITSUBISHI,1974.0
14791,passenger car,,1951.0
14792,passenger car,ACURA,1970.0
14793,truck or truck tractor,MERCEDES-BENZ,1982.0
14794,emergency vehicle,GMC,2004.0
14795,schoolbus,HONDA,1992.0
14796,,TRINITY,
14797,pickup or panel truck,TERBERG,
14798,highway construction equipment,CHRYSLER,1989.0
14799,highway construction equipment,ACADIAN,2003.0
14800,other vehicle,HOLIDAY RAMBLER,1979.0
14801,emergency vehicle,MACK,1983.0
14802,highway construction equipment,OTHER - AUTO,1979.0
14803,other vehicle,FLAIR,2004.0
14804,motorcycle or scooter,OTHER - TRUCK,2003.0
14805,,PETERBILT,1974.0
14806,schoolbus,WAYNE,1980.0
14807,,AUDI,1991.0
14808,,OVERLAND,1983.0
14809,passenger car with trailer,HONDA,1970.0
14810,pickup or panel truck,OLDSMOBILE,1986.0
14811,highway construction equipment,CHAMPION,
14812,passenger car,HYUNDAI,1962.0
14813,motorcycle or scooter,PANTERA,2003.0
14814,passenger car,AUSTIN,2004.0
14815,other bus,VOLVO,2002.0
14816,passenger car,INFINITI,1971.0
14817,other vehicle,VOLKSWAGEN,1974.0
14818,passenger car,FREIGHTLINER,2004.0
14819,passenger car with trailer,PONTIAC,1993.0
14820,truck or truck tractor with trailer,WHITE,1982.0
14821,pickup or panel truck with trailer,JEEP,1976.0
14822,pickup or panel truck with trailer,PACE ARROW,2000.0
14823,truck or truck tractor,CHRYSLER,1999.0
14824,truck or truck tractor,WHITE GMC,1996.0
14825,other vehicle,TIOGA,1990.0
14826,passenger car,HEIL,1993.0
14827,pickup or panel truck,OTHER - MOTORHOME,2000.0
14828,,SPCNS (SPL CONSTRUCTED VEH),1972.0
14829,other vehicle,GOLD RUSH,1993.0
14830,other bus,OTHER - BUS,1964.0
14831,pickup or panel truck,DICO,1965.0
14832,other vehicle,SAFARI,1996.0
14833,,VOLVO,1966.0
14834,passenger car,DAEWOO,1996.0
14835,,LAND ROVER,2004.0
14836,passenger car,CHEVROLET,1928.0
14837,other vehicle,SOUTHWIND,1993.0
14838,passenger car,OTHER - MOTORHOME,2004.0
14839,,INDUSTRIAL & MUNICIPAL ENGRG,1999.0
14840,truck or truck tractor with trailer,OSHKOSH,2000.0
14841,truck or truck tractor,OSHKOSH,2002.0
14842,motorcycle or scooter,VOLVO,1980.0
14843,,YAMAHA,1992.0
14844,pickup or panel truck,CADILLAC,1984.0
14845,,OTHER - TRUCK,1978.0
14846,,BENTLEY,1991.0
14847,,HYUNDAI,2004.0
14848,passenger car,INDUSTRIAL & MUNICIPAL ENGRG,1995.0
14849,,OTHER - MOTORHOME,1995.0
14850,motorcycle or scooter,KIA,1993.0
14851,highway construction equipment,NAVISTAR,2001.0
14852,motorcycle or scooter,MOTO GUZZI,2003.0
14853,pickup or panel truck,DODGE,1958.0
14854,emergency vehicle,,1983.0
14855,other bus,DODGE,1984.0
14856,passenger car with trailer,CADILLAC,1970.0
14857,,PACE ARROW,2001.0
14858,other vehicle,CUSHMAN,1992.0
14859,truck or truck tractor,BUICK,1975.0
14860,passenger car,SUZUKI,1979.0
14861,other vehicle,OTHER - AUTO,1923.0
14862,motorcycle or scooter,KTM,1997.0
14863,schoolbus,,1991.0
14864,emergency vehicle,NISSAN,2003.0
14865,,OTHER - MOTORHOME,1983.0
14866,passenger car,WABASH,1971.0
14867,,HARLEY-DAVIDSON,1977.0
14868,other vehicle,BROUGHAM,1979.0
14869,other vehicle,MONON,2002.0
14870,emergency vehicle,ACADIAN,1998.0
14871,moped,PETERBILT,1990.0
14872,truck or truck tractor,GRUMMAN,1987.0
14873,passenger car,CHEVROLET,1946.0
14874,,PONTIAC,1975.0
14875,passenger car with trailer,DUCATI (MOTORCYCLE),2000.0
14876,pickup or panel truck,PETERBILT,1996.0
14877,other vehicle,LEXUS,1995.0
14878,highway construction equipment,CHEVROLET,1984.0
14879,truck or truck tractor,WHITE GMC,1997.0
14880,emergency vehicle,SIMCA,1989.0
14881,,JEEP,1980.0
14882,,VOLKSWAGEN,1961.0
14883,schoolbus,VOLVO,1996.0
14884,,FERRARI,1992.0
14885,,MERCURY,1970.0
14886,other vehicle,CHRYSLER,1987.0
14887,pickup or panel truck,DATSUN,1964.0
14888,schoolbus,ACURA,1991.0
14889,truck or truck tractor with trailer,HONDA,2002.0
14890,passenger car,INTERNATIONAL HARVESTER,2004.0
14891,schoolbus,HONDA,1990.0
14892,,OTHER - BUS,1976.0
14893,other vehicle,WABASH,1995.0
14894,other vehicle,YAMAHA,1986.0
14895,other bus,MAZDA,1984.0
14896,,AUSTIN,1965.0
14897,,ROVER,1995.0
14898,,WINNEBAGO,1979.0
14899,,CHRYSLER,1973.0
14900,pickup or panel truck,MISCELLANEOUS,1995.0
14901,emergency vehicle,NOT STATED,1991.0
14902,passenger car,AMERICAN MOTORS,1966.0
14903,,OTHER - PICKUP,1982.0
14904,passenger car,FORD,2005.0
14905,other bus,FREIGHTLINER,2003.0
14906,pickup or panel truck with trailer,SPCNS (SPL CONSTRUCTED VEH),1983.0
14907,passenger car with trailer,BUICK,1985.0
14908,motorcycle or scooter,OTHER - AUTO,1965.0
14909,pickup or panel truck,MISCELLANEOUS,
14910,passenger car,OTHER DOMESTICS,1974.0
14911,truck or truck tractor with trailer,MISCELLANEOUS,1976.0
14912,passenger car,NOT STATED,1979.0
14913,pickup or panel truck with trailer,OTHER DOMESTICS,1976.0
14914,motorcycle or scooter,MISCELLANEOUS,1971.0
14915,passenger car,OTHER DOMESTICS,1973.0
14916,moped,MISCELLANEOUS,1985.0
14917,highway construction equipment,MISCELLANEOUS,1993.0
14918,pickup or panel truck,NOT STATED,1995.0
14919,passenger car,FIAT,1988.0
14920,passenger car,OTHER FOREIGN,2002.0
14921,,FREIGHTLINER,1984.0
14922,truck or truck tractor with trailer,HEIL,1999.0
14923,passenger car,GMC,1952.0
14924,pickup or panel truck,DATSUN,1993.0
14925,truck or truck tractor with trailer,OTHER - TRUCK,1960.0
14926,other bus,OTHER - TRUCK,2003.0
14927,pickup or panel truck,ACADIAN,1989.0
14928,other vehicle,SATURN,1992.0
14929,pickup or panel truck,CADILLAC,1990.0
14930,highway construction equipment,MISCELLANEOUS,1985.0
14931,pickup or panel truck,OTHER FOREIGN,1981.0
14932,,DATSUN,1996.0
14933,pickup or panel truck,GILLIG (BUS),1993.0
14934,other vehicle,ARGOSY,1976.0
14935,,MARMON HARRINGTON,1998.0
14936,other bus,ACADIAN,1998.0
14937,,MAZDA,2004.0
14938,other vehicle,SOUTHWIND,2002.0
14939,motorcycle or scooter,OTHER - TRUCK,2004.0
14940,,WHITE,1984.0
14941,pickup or panel truck with trailer,OTHER - TRUCK,1975.0
14942,,PLYMOUTH,2003.0
14943,pickup or panel truck with trailer,OTHER - AUTO,1975.0
14944,other vehicle,WHITE GMC,1981.0
14945,passenger car,FORD,1924.0
14946,other vehicle,YAMAHA,1970.0
14947,passenger car,INTERNATIONAL HARVESTER,1958.0
14948,motorcycle or scooter,OTHER - AUTO,1988.0
14949,,PORSCHE,1988.0
14950,passenger car with trailer,JEEP,1967.0
14951,pickup or panel truck,OTHER - AUTO,1957.0
14952,truck or truck tractor with trailer,OTHER - BUS,2003.0
14953,pickup or panel truck,JEEP,1972.0
14954,other vehicle,CHAMPION,1994.0
14955,,SPCNS (SPL CONSTRUCTED VEH),2002.0
14956,,MERCEDES-BENZ,1972.0
14957,,HINO,1998.0
14958,truck or truck tractor with trailer,LOADCRAFT,1979.0
14959,pickup or panel truck,NISSAN,1962.0
14960,bicycle,FREIGHTLINER,
14961,bicycle,FORD,1984.0
14962,,UD,1992.0
14963,other bus,VOLKSWAGEN,1990.0
14964,pickup or panel truck,STUDEBAKER,1955.0
14965,,STOUGHTON,1998.0
14966,passenger car,OTHER - BUS,1995.0
14967,other bus,HONDA,2003.0
14968,pickup or panel truck,LEXUS,1994.0
14969,passenger car with trailer,HUMMER,1985.0
14970,pickup or panel truck with trailer,UD,2001.0
14971,,WESTERN TRUCKS,2004.0
14972,other vehicle,WHITE,2003.0
14973,,DODGE,1949.0
14974,motorcycle or scooter,FORD,1961.0
14975,,NISSAN,1968.0
14976,,OTHER - AUTO,1980.0
14977,highway construction equipment,GMC,2002.0
14978,,OTHER - MOTORCYCLE,2001.0
14979,truck or truck tractor with trailer,ACURA,2002.0
14980,,JAGUAR,1985.0
14981,pickup or panel truck with trailer,CHEVROLET,1950.0
14982,emergency vehicle,OTHER - AUTO,1985.0
14983,pickup or panel truck,MERCEDES-BENZ,1976.0
14984,pickup or panel truck,PETERBILT,1985.0
14985,pickup or panel truck with trailer,INTERNATIONAL HARVESTER,1959.0
14986,pickup or panel truck,HYUNDAI,2004.0
14987,,FORD,1953.0
14988,passenger car,FREIGHTLINER,
14989,emergency vehicle,PETERBILT,1988.0
14990,,TERBERG,2001.0
14991,,PETERBILT,2004.0
14992,,STANDARD,1997.0
14993,,BATAVUS (MOPED),2001.0
14994,other vehicle,,1946.0
14995,moped,PUCH (MOPED),
14996,,MERCEDES-BENZ,1961.0
14997,truck or truck tractor with trailer,CUSHMAN,
14998,pickup or panel truck,CHAMPION,2004.0
14999,truck or truck tractor,CADILLAC,1991.0
15000,truck or truck tractor with trailer,ALLEGRO,2002.0
15001,pickup or panel truck with trailer,OTHER - PICKUP,1983.0
15002,,,1969.0
15003,schoolbus,OTHER - BUS,2004.0
15004,,GRUMMAN,2000.0
15005,pickup or panel truck,HARLEY-DAVIDSON,2004.0
15006,,PORSCHE,1987.0
15007,pickup or panel truck,OTHER - AUTO,1972.0
15008,motorcycle or scooter,OTHER - AUTO,1994.0
15009,truck or truck tractor with trailer,MACK,1983.0
15010,,DAEWOO,1998.0
15011,,,1935.0
15012,truck or truck tractor with trailer,STOUGHTON,1999.0
15013,passenger car,PETERBILT,1992.0
15014,other vehicle,OTHER - MOTORHOME,1957.0
15015,pickup or panel truck,PONTIAC,2004.0
15016,,LANDOLL,
15017,,SOUTHWIND,1989.0
15018,,GILLIG (BUS),2003.0
15019,highway construction equipment,STERLING,2003.0
15020,pickup or panel truck,CADILLAC,1992.0
15021,highway construction equipment,PETERBILT,1989.0
15022,emergency vehicle,HODAKA (MOTORCYCLE),2001.0
15023,passenger car with trailer,HOLIDAY RAMBLER,1998.0
15024,,TERBERG,
15025,pickup or panel truck,FREIGHTLINER,2004.0
15026,schoolbus,BLUEBIRD (BUS),2004.0
15027,motorcycle or scooter,FORD,2004.0
15028,truck or truck tractor,,1971.0
15029,other vehicle,PONTIAC,1985.0
15030,,GMC,1950.0
15031,truck or truck tractor,WESTERN TRUCKS,1996.0
15032,truck or truck tractor with trailer,MITSUBISHI,
15033,other vehicle,KENWORTH,1998.0
15034,motorcycle or scooter,DUCATI (MOTORCYCLE),2004.0
15035,,OLDSMOBILE,1975.0
15036,other vehicle,DUCATI (MOTORCYCLE),2001.0
15037,passenger car with trailer,OTHER - TRUCK,2004.0
15038,truck or truck tractor with trailer,OTHER - PICKUP,1994.0
15039,truck or truck tractor with trailer,HYUNDAI,1991.0
15040,other vehicle,ALLEGRO,1983.0
15041,,SUBARU,2004.0
15042,,AUDI,1992.0
15043,,MACK,1983.0
15044,truck or truck tractor with trailer,PANTERA,2004.0
15045,passenger car,HONDA,1968.0
15046,other vehicle,KENWORTH,2004.0
15047,pickup or panel truck,FORD,1940.0
15048,truck or truck tractor,WHITE,1975.0
15049,truck or truck tractor with trailer,LANDOLL,2003.0
15050,bicycle,VOLKSWAGEN,1997.0
15051,,YAMAHA,1990.0
15052,schoolbus,CROWN (BUS),1998.0
15053,passenger car with trailer,BMW,1984.0
15054,,PLYMOUTH,1965.0
15055,pickup or panel truck,KAWASAKI,1986.0
15056,,ITASCO,2003.0
15057,,FORD,1959.0
15058,,FORD,1957.0
15059,,OTHER - SCHOOL BUS,1997.0
15060,,MAZDA,1979.0
15061,,MACK,1993.0
15062,,LINCOLN,1981.0
15063,,PORSCHE,1974.0
15064,motorcycle or scooter,NISSAN,1993.0
15065,truck or truck tractor,VOLKSWAGEN,1992.0
15066,,AUTOCAR,2003.0
15067,truck or truck tractor with trailer,MONON,2001.0
15068,,LINCOLN,2004.0
15069,,BUICK,1967.0
15070,truck or truck tractor,GMC,1947.0
15071,motorcycle or scooter,AMERICAN MOTORS (AMC),2003.0
15072,pickup or panel truck with trailer,UD,2002.0
15073,passenger car with trailer,MERCURY,1986.0
15074,passenger car,HINO,1986.0
15075,other vehicle,OLDSMOBILE,1986.0
15076,,VOLVO,1962.0
15077,,PORSCHE,1966.0
15078,,KAWASAKI,1985.0
15079,,DIAMOND REO,1992.0
15080,schoolbus,BMW,1995.0
15081,other bus,TOYOTA,1979.0
15082,schoolbus,ACURA,1988.0
15083,schoolbus,HONDA,1985.0
15084,motorcycle or scooter,FREIGHTLINER,1997.0
15085,passenger car,MITSUBISHI,2005.0
15086,pickup or panel truck,BUICK,1992.0
15087,passenger car,HODAKA (MOTORCYCLE),2003.0
15088,passenger car with trailer,OLDSMOBILE,1983.0
15089,,STRICKLAND,2002.0
15090,other bus,HINO,2004.0
15091,,CADILLAC,1963.0
15092,passenger car,MG,1972.0
15093,truck or truck tractor with trailer,PANTERA,2001.0
15094,truck or truck tractor,TERBERG,2004.0
15095,passenger car,OTHER - PICKUP,2001.0
15096,truck or truck tractor with trailer,OTHER - MOTORHOME,2000.0
15097,passenger car with trailer,FREIGHTLINER,2000.0
15098,motorcycle or scooter,HODAKA (MOTORCYCLE),1995.0
15099,motorcycle or scooter,CHEVROLET,1988.0
15100,pickup or panel truck with trailer,KENWORTH,1995.0
15101,passenger car,ASTON MARTIN,1987.0
15102,highway construction equipment,JOHN DEERE,1994.0
15103,,HARLEY-DAVIDSON,1982.0
15104,motorcycle or scooter,HARLEY-DAVIDSON,1963.0
15105,other vehicle,SATURN,2004.0
15106,passenger car,CROSS COUNTRY,1983.0
15107,,INTERNATIONAL HARVESTER,1968.0
15108,,GRUMMAN,2002.0
15109,passenger car,NISSAN,1964.0
15110,pickup or panel truck,VOLVO,2004.0
15111,pedestrian,LINCOLN,1999.0
15112,,DODGE,1969.0
15113,highway construction equipment,BOBKO,2003.0
15114,,TIOGA,1983.0
15115,pickup or panel truck,PONTIAC,1984.0
15116,,CROWN (BUS),1974.0
15117,truck or truck tractor,HONDA,2003.0
15118,truck or truck tractor,CHRYSLER,2001.0
15119,passenger car,CHEVROLET,1942.0
15120,,PACE ARROW,1973.0
15121,passenger car with trailer,BUICK,1980.0
15122,truck or truck tractor with trailer,PLYMOUTH,1998.0
15123,pickup or panel truck,OPEL,1973.0
15124,passenger car,MG,1991.0
15125,schoolbus,NISSAN,1999.0
15126,schoolbus,PONTIAC,1990.0
15127,schoolbus,NISSAN,2001.0
15128,schoolbus,SUBARU,1988.0
15129,schoolbus,DODGE,1998.0
15130,truck or truck tractor with trailer,SPCNS (SPL CONSTRUCTED VEH),1990.0
15131,,MERCURY,1963.0
15132,passenger car,ACADIAN,1967.0
15133,,LAND ROVER,1993.0
15134,,FORD,1950.0
15135,truck or truck tractor with trailer,KENWORTH,1956.0
15136,pickup or panel truck,VOLKSWAGEN,1974.0
15137,,ACURA,1962.0
15138,schoolbus,,1997.0
15139,truck or truck tractor with trailer,SATURN,2003.0
15140,schoolbus,GMC,1981.0
15141,other vehicle,KIA,1976.0
15142,passenger car,CITROEN,1987.0
15143,emergency vehicle,LINCOLN,2000.0
15144,truck or truck tractor with trailer,INFINITI,
15145,truck or truck tractor,ACADIAN,
15146,truck or truck tractor with trailer,HONDA,1992.0
15147,truck or truck tractor,VOLVO,2004.0
15148,other vehicle,CHRYSLER,1985.0
15149,other vehicle,FLAIR,2001.0
15150,highway construction equipment,ACADIAN,1998.0
15151,other vehicle,HONDA,1988.0
15152,truck or truck tractor with trailer,OSHKOSH,2002.0
15153,emergency vehicle,CROWN (BUS),1998.0
15154,,BLUEBIRD (BUS),1990.0
15155,,GILLIG (BUS),1992.0
15156,pickup or panel truck,WHITE,1987.0
15157,,LAND ROVER,1992.0
15158,,PETERBILT,1976.0
15159,passenger car,FERRARI,1976.0
15160,motorcycle or scooter,OLDSMOBILE,2003.0
15161,other bus,INFINITI,1999.0
15162,truck or truck tractor,ACADIAN,2002.0
15163,truck or truck tractor with trailer,MONON,1988.0
15164,pedestrian,CHRYSLER,1997.0
15165,,AMERICAN LA FRANCE,1999.0
15166,truck or truck tractor,UD,2003.0
15167,truck or truck tractor,WHITE VOLVO,1995.0
15168,,PLYMOUTH,1979.0
15169,highway construction equipment,PETERBILT,1980.0
15170,other vehicle,SUBARU,1997.0
15171,other bus,WHITE,1984.0
15172,,FORD,1961.0
15173,other vehicle,OTHER - TRUCK,1963.0
15174,other vehicle,,1962.0
15175,passenger car,STANDARD,1991.0
15176,pickup or panel truck,OTHER - BUS,2002.0
15177,,OTHER - MOTORHOME,1970.0
15178,pickup or panel truck with trailer,LEXUS,1993.0
15179,pickup or panel truck,FREIGHTLINER,1992.0
15180,,ALFA ROMERO,1979.0
15181,passenger car,LANDOLL,1996.0
15182,passenger car,INDIAN (MOTORCYCLE),2001.0
15183,pickup or panel truck,LEXUS,1991.0
15184,other bus,FLAIR,1995.0
15185,passenger car,SUZUKI,1983.0
15186,,BMW,1979.0
15187,,YAMAHA,1986.0
15188,other bus,GILLIG (BUS),1976.0
15189,,BUICK,1973.0
15190,other vehicle,KAWASAKI,2003.0
15191,passenger car,AMERICAN MOTORS (AMC),1946.0
15192,motorcycle or scooter,MOTO GUZZI,1969.0
15193,pickup or panel truck with trailer,LINCOLN,2004.0
15194,truck or truck tractor,OTHER - TRUCK,1976.0
15195,motorcycle or scooter,GMC,1990.0
15196,other bus,CHEVROLET,2004.0
15197,moped,HONDA,2000.0
15198,pickup or panel truck,BMW,1992.0
15199,,KENWORTH,1974.0
15200,,SAAB,2004.0
15201,pickup or panel truck,NAVISTAR,1988.0
15202,truck or truck tractor with trailer,WESTERN TRUCKS,2004.0
15203,pickup or panel truck,TOYOTA,1962.0
15204,passenger car,GMC,1955.0
15205,passenger car with trailer,LEXUS,1994.0
15206,motorcycle or scooter,VOLKSWAGEN,1982.0
15207,,STERLING,2000.0
15208,moped,CHEVROLET,1989.0
15209,pickup or panel truck,CADILLAC,1996.0
15210,truck or truck tractor with trailer,KIA,2004.0
15211,passenger car with trailer,VESPA,2002.0
15212,pickup or panel truck,JEEP,1962.0
15213,truck or truck tractor with trailer,FLAIR,1995.0
15214,other vehicle,LINCOLN,1994.0
15215,,VESPA,2002.0
15216,other vehicle,TIOGA,1980.0
15217,truck or truck tractor,DUCATI (MOTORCYCLE),
15218,emergency vehicle,OTHER - AUTO,1976.0
15219,,ACADIAN,2004.0
15220,passenger car,DODGE,1950.0
15221,passenger car with trailer,KIA,1999.0
15222,passenger car,DIAMOND REO,1988.0
15223,other bus,WHITE,1991.0
15224,other vehicle,KAWASAKI,
15225,truck or truck tractor,AUTOCAR,1984.0
15226,,THOMAS (BUS),1987.0
15227,truck or truck tractor with trailer,BMW,1997.0
15228,,SPCNS (SPL CONSTRUCTED VEH),1995.0
15229,motorcycle or scooter,ACURA,1993.0
15230,,YAMAHA,1991.0
15231,,FORD,1958.0
15232,motorcycle or scooter,JEEP,1990.0
15233,pickup or panel truck,OLDSMOBILE,1970.0
15234,pickup or panel truck,SUBARU,1993.0
15235,pickup or panel truck,SUBARU,2004.0
15236,,GILLIG (BUS),1997.0
15237,,INTERNATIONAL HARVESTER,1980.0
15238,,ROVER,1988.0
15239,passenger car,LAND ROVER,1967.0
15240,pickup or panel truck,OTHER - BUS,1997.0
15241,,UD,1990.0
15242,pickup or panel truck,ALFA ROMERO,1991.0
15243,truck or truck tractor,PETERBILT,1962.0
15244,moped,OLDSMOBILE,
15245,,HARLEY-DAVIDSON,1986.0
15246,other vehicle,SUNBEAM,1987.0
15247,passenger car with trailer,AUDI,1996.0
15248,,INTERNATIONAL HARVESTER,2004.0
15249,,MACK,1989.0
15250,motorcycle or scooter,VOLKSWAGEN,1987.0
15251,pickup or panel truck,,1992.0
15252,pedestrian,INFINITI,
15253,pickup or panel truck,CHRYSLER,1965.0
15254,pickup or panel truck,KAWASAKI,2003.0
15255,,LINCOLN,1961.0
15256,,HEIL,2000.0
15257,schoolbus,,1986.0
15258,passenger car,MISSISSIPPI,2004.0
15259,,SAAB,1997.0
15260,passenger car,GOLD RUSH,1984.0
15261,,BLUEBIRD (BUS),2003.0
15262,schoolbus,KENWORTH,2003.0
15263,motorcycle or scooter,ARGOSY,1954.0
15264,other vehicle,INTERNATIONAL HARVESTER,1956.0
15265,,FREIGHTLINER,1964.0
15266,,THOMAS (BUS),1991.0
15267,pickup or panel truck,SPCNS (SPL CONSTRUCTED VEH),1988.0
15268,truck or truck tractor,WABASH,2001.0
15269,,OTHER - MOTORCYCLE,1970.0
15270,,MACK,1982.0
15271,other vehicle,SAFARI,2004.0
15272,pickup or panel truck,SUZUKI,2003.0
15273,pickup or panel truck,,1976.0
15274,,HONDA,1976.0
15275,,OTHER - AUTO,1983.0
15276,,VOLVO,1968.0
15277,,OTHER - BUS,1988.0
15278,other bus,CADILLAC,2001.0
15279,pickup or panel truck,UD,2003.0
15280,pickup or panel truck with trailer,BMW,1983.0
15281,,PEUGEOT,1984.0
15282,,OTHER - MOPED,2004.0
15283,other bus,CADILLAC,1983.0
15284,truck or truck tractor,TOYOTA,2004.0
15285,passenger car,FREIGHTLINER,1985.0
15286,pickup or panel truck,WESTERN TRUCKS,2001.0
15287,truck or truck tractor,VANCO,2003.0
15288,other vehicle,DODGE,2004.0
15289,pickup or panel truck,MACK,1981.0
15290,other vehicle,JAGUAR,2004.0
15291,passenger car,FIAT,1983.0
15292,truck or truck tractor with trailer,VOLKSWAGEN,1989.0
15293,truck or truck tractor with trailer,PETERBILT,1958.0
15294,pickup or panel truck,WHITE GMC,1998.0
15295,other bus,NAVISTAR,2002.0
15296,,ACADIAN,1994.0
15297,truck or truck tractor with trailer,RENAULT,1994.0
15298,,VOLVO,1959.0
15299,pickup or panel truck,SUBARU,1996.0
15300,,FERRARI,1994.0
15301,,OTHER - PICKUP,2003.0
15302,,DUCATI (MOTORCYCLE),1994.0
15303,pickup or panel truck with trailer,ISUZU,2003.0
15304,,AUSTIN,2003.0
15305,,DUCATI (MOTORCYCLE),2001.0
15306,,GOLD RUSH,
15307,motorcycle or scooter,OTHER - TRUCK,1974.0
15308,pickup or panel truck,BLUEBIRD (BUS),1985.0
15309,,SPCNS (SPL CONSTRUCTED VEH),1985.0
15310,,MITCHELL,1988.0
15311,,KAWASAKI,1983.0
15312,other vehicle,TIOGA,1972.0
15313,,AMERICAN MOTORS (AMC),2002.0
15314,,DAIHATSU,1991.0
15315,passenger car,ROLLS ROYCE,1958.0
15316,,SUZUKI,2004.0
15317,highway construction equipment,MACK,1999.0
15318,pickup or panel truck,LINCOLN,1986.0
15319,other bus,FORD,1980.0
15320,moped,PETERBILT,1997.0
15321,other bus,TOYOTA,1995.0
15322,,GILLIG (BUS),1988.0
15323,,SAAB,1984.0
15324,truck or truck tractor,GMC,1961.0
15325,,PORSCHE,1980.0
15326,passenger car,MERCEDES-BENZ,2005.0
15327,truck or truck tractor with trailer,VOLVO,2005.0
15328,passenger car,HONEY,1998.0
15329,,PORSCHE,1977.0
15330,pickup or panel truck,SAAB,1988.0
15331,highway construction equipment,INDIAN (MOTORCYCLE),1999.0
15332,other vehicle,BMW,1991.0
15333,other vehicle,ACURA,2000.0
15334,truck or truck tractor,OTHER - TRUCK,1970.0
15335,truck or truck tractor with trailer,STERLING,1996.0
15336,truck or truck tractor with trailer,HEIL,2004.0
15337,,LEXUS,1982.0
15338,,HARLEY-DAVIDSON,1974.0
15339,,FORD,2005.0
15340,other vehicle,OTHER - MOTORCYCLE,1990.0
15341,passenger car,INDUSTRIAL & MUNICIPAL ENGRG,2001.0
15342,pickup or panel truck,AUDI,2003.0
15343,motorcycle or scooter,OTHER - AUTO,1993.0
15344,,DAEWOO,2004.0
15345,,BUICK,1971.0
15346,,,1983.0
15347,schoolbus,DODGE,2000.0
15348,other vehicle,OTHER - MOPED,2004.0
15349,,PLYMOUTH,1966.0
15350,passenger car,CITROEN,1967.0
15351,passenger car,INTERNATIONAL HARVESTER,1961.0
15352,schoolbus,OTHER - AUTO,1990.0
15353,,CADILLAC,1974.0
15354,passenger car with trailer,KAWASAKI,1986.0
15355,,GRUMMAN,
15356,,PLYMOUTH,1959.0
15357,passenger car with trailer,NISSAN,2004.0
15358,,KAWASAKI,1987.0
15359,other vehicle,LAND ROVER,2004.0
15360,,FERRARI,1999.0
15361,passenger car,LEXUS,1942.0
15362,,PLYMOUTH,1975.0
15363,pickup or panel truck,WHITE,2004.0
15364,pickup or panel truck with trailer,FORD,1964.0
15365,schoolbus,OTHER - AUTO,1997.0
15366,,HARLEY-DAVIDSON,1984.0
15367,truck or truck tractor with trailer,FERRARI,2000.0
15368,passenger car with trailer,SUZUKI,2003.0
15369,pickup or panel truck,HUMMER,2002.0
15370,truck or truck tractor,INDIAN (MOTORCYCLE),1995.0
15371,pickup or panel truck,CHEVROLET,1940.0
15372,,HARLEY-DAVIDSON,1990.0
15373,passenger car,MASERATI,1989.0
15374,pickup or panel truck,TOYOTA,1963.0
15375,passenger car,HODAKA (MOTORCYCLE),1992.0
15376,highway construction equipment,,1972.0
15377,,CHEVROLET,1957.0
15378,truck or truck tractor,VOLKSWAGEN,2002.0
15379,,MACK,1994.0
15380,,PORSCHE,1995.0
15381,passenger car,KAWASAKI,2002.0
15382,pickup or panel truck with trailer,OLDSMOBILE,
15383,truck or truck tractor,AMERICAN LA FRANCE,2001.0
15384,passenger car,CHAMPION,1979.0
15385,passenger car,SUNBEAM,1994.0
15386,pickup or panel truck,BMW,1986.0
15387,schoolbus,,1993.0
15388,other bus,TOYOTA,1978.0
15389,,FORD,1948.0
15390,,KAWASAKI,1991.0
15391,other bus,CHAMPION,1995.0
15392,motorcycle or scooter,ACURA,1991.0
15393,,GOLD RUSH,2003.0
15394,,PORSCHE,1967.0
15395,passenger car,DAIHATSU,1980.0
15396,,FERRARI,2003.0
15397,passenger car with trailer,DATSUN,1981.0
15398,pickup or panel truck,PORSCHE,2000.0
15399,moped,SUZUKI,2002.0
15400,emergency vehicle,HONDA,1996.0
15401,truck or truck tractor with trailer,HEIL,1993.0
15402,passenger car with trailer,OTHER - MOTORHOME,1977.0
15403,,WESTERN TRUCKS,1998.0
15404,,JEEP,1983.0
15405,schoolbus,FORD,2004.0
15406,passenger car with trailer,VOLKSWAGEN,1986.0
15407,truck or truck tractor with trailer,STRICKLAND,2004.0
15408,other vehicle,CADILLAC,2004.0
15409,moped,VOLKSWAGEN,1967.0
15410,,LAND ROVER,1987.0
15411,passenger car,OTHER - TRUCK,1988.0
15412,,FORD,1940.0
